shop_id,feedback_rating,feedback_comment,delivery_timestamp
Shop_B,4,"Excellent quality, fast delivery!",2024-11-13 17:31:34
Shop_K,5,"Excellent quality, fast delivery!",2024-10-22 05:23:23
Shop_Z,3,"Excellent quality, fast delivery!",2025-01-18 17:14:14
Shop_F,5,Very satisfied with the shop.,2024-11-23 13:14:33
Shop_Y,4,Items were fresh and well-packed.,2024-09-11 21:05:20
Shop_N,3,Timely delivery and good products.,2024-12-28 00:03:26
Shop_A,1,"Poor quality items, some were stale.",2024-10-04 02:20:34
Shop_R,3,Very satisfied with the shop.,2024-10-30 14:21:34
Shop_B,4,"Excellent quality, fast delivery!",2024-09-30 21:19:17
Shop_D,3,Very satisfied with the shop.,2024-11-06 10:15:45
Shop_D,3,Timely delivery and good products.,2025-02-08 16:34:46
Shop_O,3,"Excellent quality, fast delivery!",2024-12-23 21:23:35
Shop_E,4,Timely delivery and good products.,2024-12-26 22:08:14
Shop_G,3,"Excellent quality, fast delivery!",2024-10-07 00:19:58
Shop_K,3,Very satisfied with the shop.,2024-10-20 11:36:24
Shop_B,4,Great service as always.,2024-09-30 13:47:01
Shop_M,4,Great service as always.,2024-11-23 16:37:08
Shop_K,4,Items were fresh and well-packed.,2025-01-21 13:24:06
Shop_X,4,"Excellent quality, fast delivery!",2025-02-23 00:28:36
Shop_U,4,Very satisfied with the shop.,2025-01-08 14:10:35
Shop_B,4,"Excellent quality, fast delivery!",2025-02-15 10:01:56
Shop_D,5,Very satisfied with the shop.,2024-10-19 08:40:39
Shop_K,3,"Excellent quality, fast delivery!",2024-12-26 10:38:55
Shop_L,4,Timely delivery and good products.,2025-02-12 23:18:26
Shop_S,3,"Excellent quality, fast delivery!",2025-01-26 12:36:37
Shop_O,4,Great service as always.,2024-11-12 15:18:01
Shop_C,1,Some items were damaged.,2024-11-21 20:01:04
Shop_V,5,Great service as always.,2024-12-02 12:31:49
Shop_S,5,Very satisfied with the shop.,2024-11-18 00:45:19
Shop_C,3,"Excellent quality, fast delivery!",2024-10-25 15:39:57
Shop_Y,5,"Excellent quality, fast delivery!",2024-09-01 07:32:40
Shop_D,3,Great service as always.,2025-02-02 01:55:46
Shop_W,4,Great service as always.,2025-01-27 16:24:33
Shop_I,4,Timely delivery and good products.,2024-12-17 00:55:22
Shop_F,3,"Excellent quality, fast delivery!",2024-10-28 14:55:45
Shop_F,3,"Excellent quality, fast delivery!",2025-01-09 19:47:19
Shop_S,3,Very satisfied with the shop.,2025-01-01 06:45:52
Shop_Q,3,Timely delivery and good products.,2024-12-08 00:13:33
Shop_H,5,"Excellent quality, fast delivery!",2024-10-06 23:53:02
Shop_U,5,Items were fresh and well-packed.,2024-11-27 22:55:24
Shop_P,5,Great service as always.,2024-12-27 10:41:04
Shop_P,3,Timely delivery and good products.,2024-10-14 17:31:37
Shop_U,3,Very satisfied with the shop.,2025-02-10 05:25:16
Shop_W,4,Great service as always.,2025-01-17 19:41:01
Shop_T,5,Items were fresh and well-packed.,2025-01-08 18:51:43
Shop_M,3,Great service as always.,2024-09-07 02:35:47
Shop_C,5,Great service as always.,2024-11-21 09:33:03
Shop_I,5,Great service as always.,2024-09-28 21:39:42
Shop_I,4,Timely delivery and good products.,2024-10-18 11:41:34
Shop_Y,4,Timely delivery and good products.,2025-02-22 04:47:12
Shop_F,4,"Excellent quality, fast delivery!",2024-12-29 07:44:07
Shop_V,4,Items were fresh and well-packed.,2024-12-07 23:42:38
Shop_L,5,Great service as always.,2024-10-26 23:49:10
Shop_X,5,Very satisfied with the shop.,2024-12-23 23:12:47
Shop_O,1,Unsatisfactory service.,2024-09-13 18:52:11
Shop_X,5,Timely delivery and good products.,2024-11-07 16:33:34
Shop_P,4,Very satisfied with the shop.,2025-01-10 09:03:29
Shop_V,5,"Excellent quality, fast delivery!",2024-10-06 14:13:26
Shop_H,5,Very satisfied with the shop.,2024-10-09 01:19:56
Shop_K,4,Timely delivery and good products.,2025-01-11 11:18:16
Shop_O,5,Timely delivery and good products.,2024-10-30 23:34:02
Shop_A,4,Great service as always.,2024-11-28 10:58:00
Shop_Q,4,Items were fresh and well-packed.,2025-01-23 13:16:44
Shop_G,5,Great service as always.,2024-09-25 00:36:01
Shop_F,5,Items were fresh and well-packed.,2025-02-12 06:43:10
Shop_T,3,Great service as always.,2024-12-21 08:38:14
Shop_B,4,Very satisfied with the shop.,2024-11-26 00:42:49
Shop_A,3,"Excellent quality, fast delivery!",2024-09-26 02:22:05
Shop_X,3,Items were fresh and well-packed.,2024-12-05 19:22:03
Shop_R,5,Very satisfied with the shop.,2024-09-11 00:35:59
Shop_D,4,Great service as always.,2024-09-13 16:34:46
Shop_Q,5,"Excellent quality, fast delivery!",2025-02-22 16:42:44
Shop_J,4,Items were fresh and well-packed.,2024-09-13 01:52:52
Shop_D,4,Great service as always.,2024-09-24 18:05:02
Shop_U,4,Items were fresh and well-packed.,2025-01-06 14:54:11
Shop_V,3,"Excellent quality, fast delivery!",2024-11-05 00:48:01
Shop_N,5,Very satisfied with the shop.,2024-11-11 10:50:56
Shop_B,2,Unsatisfactory service.,2024-10-31 03:57:03
Shop_V,5,Great service as always.,2025-01-29 03:05:22
Shop_O,5,Timely delivery and good products.,2025-02-11 21:57:40
Shop_L,3,Timely delivery and good products.,2025-01-05 09:41:29
Shop_Z,3,Timely delivery and good products.,2024-10-28 07:26:46
Shop_Z,5,"Excellent quality, fast delivery!",2024-11-15 09:40:32
Shop_N,4,Great service as always.,2025-01-27 20:46:18
Shop_Z,4,Items were fresh and well-packed.,2024-10-13 14:55:00
Shop_R,3,Great service as always.,2025-02-17 19:18:57
Shop_S,4,Great service as always.,2024-10-14 13:45:51
Shop_B,4,"Excellent quality, fast delivery!",2024-12-02 23:21:22
Shop_E,5,"Excellent quality, fast delivery!",2025-01-21 01:34:29
Shop_W,5,Timely delivery and good products.,2024-09-02 08:37:21
Shop_V,3,Great service as always.,2025-02-05 18:07:38
Shop_N,5,Great service as always.,2024-12-22 03:14:56
Shop_C,3,"Excellent quality, fast delivery!",2025-02-07 09:21:08
Shop_D,3,Items were fresh and well-packed.,2024-12-11 14:36:10
Shop_V,5,"Excellent quality, fast delivery!",2024-12-02 02:44:01
Shop_H,4,Very satisfied with the shop.,2025-02-16 17:05:59
Shop_U,4,Great service as always.,2024-10-09 17:38:26
Shop_Z,5,Great service as always.,2025-01-30 01:40:22
Shop_O,3,Very satisfied with the shop.,2024-11-21 12:16:05
Shop_Q,3,Timely delivery and good products.,2024-10-05 05:21:03
Shop_H,5,Timely delivery and good products.,2025-02-21 10:44:00
Shop_I,1,"Poor quality items, some were stale.",2024-09-26 15:13:44
Shop_T,2,Some items were damaged.,2024-12-25 04:08:41
Shop_J,3,Very satisfied with the shop.,2024-12-11 06:19:17
Shop_X,2,Some items were damaged.,2025-01-02 01:58:19
Shop_B,3,Great service as always.,2024-12-25 04:36:37
Shop_S,5,Very satisfied with the shop.,2024-11-25 20:29:58
Shop_H,3,Timely delivery and good products.,2024-12-24 22:22:12
Shop_V,1,Some items were damaged.,2025-01-31 11:04:10
Shop_H,3,"Excellent quality, fast delivery!",2024-12-30 02:11:57
Shop_P,3,Great service as always.,2024-11-22 10:29:34
Shop_L,1,Items not as expected.,2024-10-24 03:14:49
Shop_U,4,Items were fresh and well-packed.,2024-10-17 17:38:59
Shop_V,4,Items were fresh and well-packed.,2025-01-21 07:26:22
Shop_V,4,Very satisfied with the shop.,2025-02-12 20:16:35
Shop_B,5,Great service as always.,2024-12-13 21:20:57
Shop_U,4,Items were fresh and well-packed.,2025-02-24 09:31:26
Shop_N,3,Great service as always.,2024-09-22 21:55:17
Shop_E,5,Timely delivery and good products.,2025-01-06 22:51:35
Shop_C,5,Timely delivery and good products.,2025-01-15 13:49:09
Shop_Y,4,Great service as always.,2025-02-21 19:46:30
Shop_Y,4,Very satisfied with the shop.,2025-02-12 19:57:17
Shop_J,3,Items were fresh and well-packed.,2025-02-10 21:49:48
Shop_X,4,Great service as always.,2025-02-19 15:43:58
Shop_Q,5,Items were fresh and well-packed.,2025-01-08 18:23:07
Shop_H,5,Great service as always.,2025-02-22 12:55:14
Shop_L,3,Very satisfied with the shop.,2024-12-20 06:19:10
Shop_Q,3,Very satisfied with the shop.,2024-12-08 10:58:54
Shop_D,2,"Poor quality items, some were stale.",2024-12-07 00:08:01
Shop_S,4,Timely delivery and good products.,2025-01-25 16:09:18
Shop_X,3,"Excellent quality, fast delivery!",2024-11-04 22:59:19
Shop_J,3,Great service as always.,2024-12-20 23:34:52
Shop_Y,5,Very satisfied with the shop.,2024-09-29 17:10:45
Shop_P,3,Great service as always.,2024-09-06 06:08:44
Shop_T,5,"Excellent quality, fast delivery!",2024-09-23 08:03:45
Shop_W,3,Items were fresh and well-packed.,2024-09-21 05:56:10
Shop_Q,4,Items were fresh and well-packed.,2025-01-14 15:05:00
Shop_H,3,Very satisfied with the shop.,2024-12-15 22:23:16
Shop_R,5,Items were fresh and well-packed.,2024-12-16 16:17:21
Shop_F,3,Timely delivery and good products.,2024-10-15 10:42:46
Shop_E,5,Great service as always.,2025-01-19 08:45:13
Shop_G,3,Great service as always.,2024-11-27 23:40:27
Shop_B,2,Some items were damaged.,2024-09-15 03:53:36
